order_id,customer_id,product_id,order_date,region,quantity,price,total_amount
O15213,C0407,P0136,2024-07-20,West,4,215.75,863.0
O15214,C1936,P0247,2024-03-16,North,3,1529.52,4588.56
O15215,C0793,P0060,2023-10-26,West,4,1647.39,6589.56
O15216,C1125,P0220,2025-03-16,South,3,402.33,1206.99
O15217,C1910,P0055,2024-05-26,West,5,1506.25,7531.25
O15218,C0030,P0012,2025-03-16,North,1,93.78,93.78
O15219,C1279,P0125,2023-10-07,West,5,245.55,1227.75
O15220,C1891,P0260,2024-02-01,East,4,1355.42,5421.68
O15221,C1954,P0177,2024-12-02,East,5,118.59,592.95
O15222,C0165,P0113,2025-07-28,North,1,586.6,586.6
O15223,C1434,P0092,2024-08-19,South,4,1553.01,6212.04
O15224,C0337,P0355,2024-11-04,East,4,191.31,765.24
O15225,C0045,P0053,2025-02-14,West,3,700.84,2102.52
O15226,C0424,P0160,2023-10-29,South,5,1294.92,6474.6
O15227,C0028,P0470,2024-06-26,South,2,1869.88,3739.76
O15228,C1245,P0085,2024-05-08,East,5,360.38,1801.9
O15229,C0158,P0491,2024-02-09,East,3,208.13,624.39
O15230,C1758,P0299,2025-03-13,South,2,524.06,1048.12
O15231,C0656,P0264,2023-11-03,North,1,783.3,783.3
O15232,C1826,P0309,2024-01-25,South,1,1756.71,1756.71
O15233,C1380,P0189,2024-10-03,North,3,1217.81,3653.43
O15234,C0270,P0178,2024-01-08,North,1,1774.48,1774.48
O15235,C0451,P0421,2025-05-22,North,1,1462.05,1462.05
O15236,C1917,P0138,2024-11-09,South,4,531.52,2126.08
O15237,C1049,P0280,2024-10-28,North,5,1159.1,5795.5
O15238,C1462,P0215,2025-07-16,East,5,639.09,3195.45
O15239,C1805,P0119,2023-12-15,West,5,805.51,4027.55
O15240,C0763,P0127,2024-09-07,West,2,903.57,1807.14
O15241,C1627,P0039,2025-05-29,East,3,1305.14,3915.42
O15242,C1046,P0138,2024-09-15,West,5,954.51,4772.55
O15243,C0306,P0121,2025-02-24,West,4,1127.1,4508.4
O15244,C1071,P0280,2025-06-12,North,5,1781.23,8906.15
O15245,C0964,P0244,2024-04-13,East,3,1195.93,3587.79
O15246,C1055,P0026,2024-10-19,East,2,1224.22,2448.44
O15247,C1718,P0008,2024-09-22,West,1,1230.34,1230.34
O15248,C1735,P0205,2024-02-28,West,1,1170.4,1170.4
O15249,C1116,P0289,2023-09-21,East,4,1715.37,6861.48
O15250,C0320,P0268,2023-12-09,West,3,1946.13,5838.39
O15251,C1914,P0015,2024-06-29,West,3,509.17,1527.51
O15252,C1636,P0283,2024-12-19,North,1,1146.67,1146.67
O15253,C0626,P0249,2025-08-11,North,2,450.92,901.84
O15254,C1638,P0417,2023-11-20,North,5,1338.01,6690.05
O15255,C0921,P0493,2024-04-21,North,4,1424.54,5698.16
O15256,C1062,P0222,2025-01-09,North,3,1720.89,5162.67
O15257,C0603,P0306,2024-12-16,East,4,402.01,1608.04
O15258,C0005,P0013,2025-06-20,East,2,1943.4,3886.8
O15259,C1703,P0336,2024-07-12,West,1,310.2,310.2
O15260,C0918,P0152,2025-04-12,West,2,963.95,1927.9
O15261,C0376,P0224,2025-06-25,East,1,225.45,225.45
O15262,C1770,P0306,2023-10-26,North,4,235.22,940.88
O15263,C1967,P0358,2023-12-08,North,3,826.93,2480.79
O15264,C1823,P0191,2024-08-29,South,3,1158.7,3476.1
O15265,C1778,P0435,2024-12-30,West,1,837.66,837.66
O15266,C1861,P0159,2024-10-20,South,1,1529.13,1529.13
O15267,C1253,P0477,2024-05-09,North,1,408.79,408.79
O15268,C1384,P0017,2025-07-20,North,5,1588.43,7942.15
O15269,C0129,P0419,2024-02-03,West,2,361.5,723.0
O15270,C1902,P0470,2024-09-04,North,3,1033.91,3101.73
O15271,C0856,P0414,2025-08-18,North,1,849.99,849.99
O15272,C1222,P0212,2025-04-17,West,1,1317.64,1317.64
O15273,C0367,P0281,2024-06-28,North,5,164.75,823.75
O15274,C1330,P0294,2024-06-06,South,3,1215.39,3646.17
O15275,C0361,P0449,2025-05-13,South,5,525.1,2625.5
O15276,C1484,P0052,2024-02-18,South,5,243.04,1215.2
O15277,C1174,P0287,2024-03-24,North,4,1575.1,6300.4
O15278,C0065,P0092,2024-10-29,North,4,216.21,864.84
O15279,C0376,P0367,2024-12-07,East,5,1959.7,9798.5
O15280,C0471,P0127,2024-08-28,North,2,1773.54,3547.08
O15281,C1283,P0235,2025-07-26,North,1,1012.1,1012.1
O15282,C1797,P0246,2023-10-03,South,2,144.43,288.86
O15283,C1329,P0217,2025-06-27,South,4,1853.26,7413.04
O15284,C1005,P0324,2023-10-30,West,1,828.37,828.37
O15285,C1577,P0333,2025-03-17,East,3,63.54,190.62
O15286,C0623,P0153,2024-01-30,South,3,1047.22,3141.66
O15287,C1260,P0276,2024-09-28,East,4,681.52,2726.08
O15288,C1577,P0353,2024-12-14,East,5,282.02,1410.1
O15289,C1006,P0319,2025-02-05,West,4,1712.67,6850.68
O15290,C0584,P0011,2024-08-14,West,5,1441.98,7209.9
O15291,C0734,P0336,2024-08-04,North,2,734.29,1468.58
O15292,C1387,P0454,2025-02-08,East,1,1117.38,1117.38
O15293,C1446,P0250,2025-01-03,North,5,383.09,1915.45
O15294,C1731,P0324,2025-03-11,West,3,1786.91,5360.73
O15295,C0922,P0144,2024-09-05,East,4,1969.07,7876.28
O15296,C1840,P0325,2025-06-30,West,5,1188.39,5941.95
O15297,C1850,P0368,2025-03-15,South,4,803.34,3213.36
O15298,C0138,P0466,2024-08-29,North,4,578.61,2314.44
O15299,C0155,P0175,2024-06-01,South,1,1537.78,1537.78
O15300,C1314,P0096,2024-04-27,South,2,1413.56,2827.12
O15301,C1842,P0273,2024-08-22,West,3,735.29,2205.87
O15302,C0978,P0138,2024-03-15,West,5,1211.36,6056.8
O15303,C1391,P0287,2025-06-11,South,5,419.44,2097.2
O15304,C0345,P0184,2023-12-07,North,4,1548.02,6192.08
O15305,C0490,P0192,2024-04-02,East,4,956.96,3827.84
O15306,C1730,P0424,2024-06-29,North,4,744.9,2979.6
O15307,C0718,P0455,2025-07-22,East,2,599.01,1198.02
O15308,C1582,P0258,2024-12-28,South,2,1895.81,3791.62
O15309,C1647,P0354,2025-05-18,North,5,324.16,1620.8
O15310,C1972,P0347,2024-04-18,East,4,1696.8,6787.2
O15311,C0470,P0024,2024-04-08,West,2,733.11,1466.22
O15312,C1072,P0043,2024-12-09,West,2,727.52,1455.04
O15313,C1859,P0052,2023-09-17,East,4,737.31,2949.24
O15314,C1904,P0100,2024-01-15,East,5,593.7,2968.5
O15315,C1839,P0383,2025-01-21,North,3,1323.22,3969.66
O15316,C1452,P0480,2024-05-02,East,1,1721.78,1721.78
O15317,C0216,P0449,2025-07-05,East,4,617.53,2470.12
O15318,C1774,P0066,2025-08-17,East,1,1233.57,1233.57
O15319,C1957,P0259,2025-05-17,South,2,67.41,134.82
O15320,C0858,P0360,2025-04-07,South,5,1770.4,8852.0
O15321,C0482,P0060,2025-03-20,West,3,651.06,1953.18
O15322,C0194,P0453,2025-03-11,North,4,1822.79,7291.16
O15323,C0284,P0372,2024-06-30,East,1,334.06,334.06
O15324,C0323,P0305,2024-05-23,East,2,1703.82,3407.64
O15325,C0671,P0456,2025-08-10,West,5,78.99,394.95
O15326,C0673,P0050,2025-07-27,West,3,268.21,804.63
O15327,C1248,P0074,2025-08-02,South,1,1208.37,1208.37
O15328,C1518,P0338,2023-10-04,South,3,55.76,167.28
O15329,C1915,P0180,2024-09-27,West,1,1337.41,1337.41
O15330,C1639,P0145,2023-10-06,West,4,1907.78,7631.12
O15331,C0985,P0316,2024-08-25,East,5,75.42,377.1
O15332,C0557,P0281,2024-11-24,North,2,1551.75,3103.5
O15333,C1645,P0491,2025-02-18,West,2,1956.55,3913.1
O15334,C1510,P0163,2024-01-21,South,4,1644.09,6576.36
O15335,C0658,P0091,2023-10-14,East,1,200.35,200.35
O15336,C1979,P0204,2024-04-27,South,1,727.31,727.31
O15337,C0622,P0090,2024-10-03,North,3,129.43,388.29
O15338,C0058,P0456,2023-11-10,West,2,1098.8,2197.6
O15339,C1787,P0455,2024-03-01,South,2,550.85,1101.7
O15340,C0678,P0055,2024-11-15,North,4,1796.59,7186.36
O15341,C1480,P0031,2025-02-17,North,5,710.77,3553.85
O15342,C0556,P0017,2024-12-29,South,4,85.74,342.96
O15343,C0049,P0201,2025-01-29,West,4,1950.51,7802.04
O15344,C1077,P0186,2025-06-16,South,3,1455.58,4366.74
O15345,C1454,P0079,2024-08-06,South,2,780.06,1560.12
O15346,C0101,P0308,2024-10-02,South,1,1548.06,1548.06
O15347,C1725,P0080,2024-01-13,North,2,442.21,884.42
O15348,C1114,P0363,2024-10-14,South,2,1696.72,3393.44
O15349,C1531,P0438,2024-11-26,West,4,1956.82,7827.28
O15350,C1948,P0409,2024-06-16,East,2,815.03,1630.06
O15351,C0913,P0380,2023-09-16,West,3,1078.59,3235.77
O15352,C1991,P0362,2024-03-26,North,3,859.93,2579.79
O15353,C1470,P0219,2023-11-13,West,4,855.51,3422.04
O15354,C0630,P0307,2024-09-02,South,3,749.97,2249.91
O15355,C0579,P0283,2024-09-02,South,4,1522.94,6091.76
O15356,C0912,P0456,2025-05-23,West,3,1495.3,4485.9
O15357,C0447,P0059,2025-01-21,North,5,1280.74,6403.7
O15358,C1288,P0469,2025-06-21,East,5,312.47,1562.35
O15359,C1931,P0473,2025-03-03,North,3,1462.1,4386.3
O15360,C1381,P0031,2023-11-19,West,1,964.68,964.68
O15361,C0314,P0172,2024-05-27,East,2,135.14,270.28
O15362,C1529,P0095,2024-08-16,East,4,784.04,3136.16
O15363,C1642,P0009,2024-11-22,South,1,1524.42,1524.42
O15364,C1852,P0273,2024-07-15,South,3,366.94,1100.82
O15365,C0590,P0110,2024-07-27,South,5,1485.75,7428.75
O15366,C0978,P0294,2025-02-16,North,4,1875.78,7503.12
O15367,C1384,P0348,2025-07-13,West,4,578.72,2314.88
O15368,C0900,P0481,2023-10-01,West,5,1725.95,8629.75
O15369,C0001,P0304,2025-01-18,South,5,952.74,4763.7
O15370,C1520,P0307,2024-03-28,North,1,472.9,472.9
O15371,C0857,P0344,2024-01-20,West,5,164.02,820.1
O15372,C0389,P0452,2024-06-10,East,1,1848.47,1848.47
O15373,C1112,P0311,2025-08-31,South,3,1005.16,3015.48
O15374,C0931,P0471,2025-06-07,South,4,783.71,3134.84
O15375,C1658,P0075,2025-03-31,North,2,1166.27,2332.54
O15376,C1798,P0446,2024-07-02,South,4,484.24,1936.96
O15377,C0678,P0117,2025-02-06,South,2,1066.94,2133.88
O15378,C1899,P0366,2024-09-30,South,3,976.0,2928.0
O15379,C0623,P0384,2023-11-13,South,1,1305.55,1305.55
O15380,C1835,P0246,2023-11-09,North,1,1521.13,1521.13
O15381,C1879,P0497,2023-10-30,West,2,1115.08,2230.16
O15382,C0714,P0037,2025-04-19,South,1,722.63,722.63
O15383,C0065,P0216,2024-12-27,East,3,839.16,2517.48
O15384,C1652,P0027,2024-07-10,North,4,1304.8,5219.2
O15385,C0999,P0377,2025-04-18,North,4,1080.44,4321.76
O15386,C0103,P0311,2023-12-23,South,4,1133.72,4534.88
O15387,C0327,P0414,2025-02-19,East,2,1370.98,2741.96
O15388,C1856,P0270,2025-08-05,East,4,718.45,2873.8
O15389,C0813,P0356,2025-01-29,West,2,756.93,1513.86
O15390,C0165,P0075,2025-01-13,East,2,873.36,1746.72
O15391,C1529,P0474,2025-03-02,West,3,501.57,1504.71
O15392,C1509,P0060,2024-08-09,South,1,809.52,809.52
O15393,C0551,P0403,2025-01-02,South,2,1343.61,2687.22
O15394,C1643,P0240,2023-09-14,South,4,1060.89,4243.56
O15395,C0782,P0213,2023-09-27,East,2,941.81,1883.62
O15396,C1489,P0401,2024-04-11,South,1,1562.0,1562.0
O15397,C0413,P0495,2024-07-15,North,3,935.01,2805.03
O15398,C1895,P0026,2025-05-02,North,1,646.09,646.09
O15399,C1831,P0204,2024-04-25,North,5,1068.71,5343.55
O15400,C0723,P0301,2025-04-23,South,3,467.14,1401.42
O15401,C1119,P0290,2025-04-17,East,5,881.91,4409.55
O15402,C1622,P0091,2024-12-01,North,3,1798.35,5395.05
O15403,C1016,P0205,2024-06-26,South,3,318.8,956.4
O15404,C1363,P0458,2024-04-22,North,5,1404.18,7020.9
O15405,C0749,P0065,2024-01-17,East,4,729.82,2919.28
O15406,C1453,P0006,2025-01-01,South,4,195.98,783.92
O15407,C0613,P0383,2024-12-03,North,1,744.71,744.71
O15408,C1373,P0030,2024-12-02,West,1,1652.7,1652.7
O15409,C0847,P0011,2025-01-28,West,2,329.55,659.1
O15410,C0112,P0153,2024-02-07,West,2,988.2,1976.4
O15411,C0793,P0012,2025-05-25,West,1,913.77,913.77
O15412,C0035,P0159,2024-03-25,North,2,941.57,1883.14
O15413,C0197,P0349,2024-04-17,South,2,462.42,924.84
O15414,C0409,P0297,2025-04-27,South,1,1741.48,1741.48
O15415,C0261,P0145,2025-06-19,South,1,1010.93,1010.93
O15416,C0595,P0149,2024-01-10,East,4,334.5,1338.0
O15417,C1814,P0358,2024-09-15,East,1,1689.37,1689.37
O15418,C1735,P0281,2024-06-29,West,3,1771.14,5313.42
O15419,C1896,P0216,2025-05-18,North,1,1489.23,1489.23
O15420,C1736,P0156,2024-10-09,North,4,1437.62,5750.48
O15421,C1550,P0066,2023-10-26,West,5,980.65,4903.25
O15422,C0316,P0491,2023-09-12,East,5,1304.11,6520.55
O15423,C1830,P0028,2023-09-09,South,2,603.21,1206.42
O15424,C1954,P0148,2024-12-27,East,1,346.31,346.31
O15425,C1995,P0039,2025-01-03,East,4,1870.47,7481.88
O15426,C0054,P0082,2024-01-11,East,4,110.43,441.72
O15427,C0298,P0286,2025-08-02,North,5,805.64,4028.2
O15428,C1521,P0489,2023-12-12,West,3,374.79,1124.37
O15429,C0742,P0097,2025-06-30,South,3,91.23,273.69
O15430,C1718,P0317,2023-12-21,West,2,517.13,1034.26
O15431,C1337,P0261,2024-12-18,South,3,431.46,1294.38
O15432,C0880,P0353,2024-07-26,West,3,1296.8,3890.4
O15433,C0426,P0079,2025-01-18,West,4,1923.09,7692.36
O15434,C1299,P0252,2025-06-06,West,1,1760.21,1760.21
O15435,C1686,P0261,2024-11-08,East,5,690.24,3451.2
O15436,C0143,P0348,2025-03-01,West,4,465.59,1862.36
O15437,C0798,P0167,2024-12-25,North,2,1304.27,2608.54
O15438,C0755,P0152,2024-01-07,West,2,1572.19,3144.38
O15439,C0516,P0146,2025-08-25,East,4,1723.23,6892.92
O15440,C1046,P0483,2024-09-03,South,5,648.19,3240.95
O15441,C1871,P0201,2025-04-26,South,4,402.51,1610.04
O15442,C1101,P0337,2024-03-04,South,5,1853.98,9269.9
O15443,C1373,P0378,2024-09-13,West,3,1201.65,3604.95
O15444,C1014,P0472,2024-09-01,North,4,1796.0,7184.0
O15445,C0596,P0199,2024-11-02,North,2,507.18,1014.36
O15446,C1526,P0047,2024-01-07,East,5,1985.03,9925.15
O15447,C0307,P0485,2024-12-29,North,3,1240.52,3721.56
O15448,C0769,P0032,2024-01-10,West,5,1370.33,6851.65
O15449,C1063,P0230,2023-10-25,North,4,716.54,2866.16
O15450,C0313,P0338,2024-07-22,South,4,605.2,2420.8
O15451,C0650,P0436,2024-07-02,South,5,1442.94,7214.7
O15452,C0103,P0209,2025-07-31,West,1,1813.53,1813.53
O15453,C1193,P0115,2024-05-28,East,3,935.87,2807.61
O15454,C0386,P0383,2025-05-27,South,5,620.36,3101.8
O15455,C1948,P0169,2025-06-13,East,2,1247.43,2494.86
O15456,C0539,P0274,2024-04-28,East,1,1523.05,1523.05
O15457,C0246,P0345,2024-05-06,West,4,306.55,1226.2
O15458,C1897,P0349,2025-04-30,South,1,1953.94,1953.94
O15459,C0964,P0226,2024-09-27,East,5,554.5,2772.5
O15460,C1726,P0451,2025-08-23,West,3,1571.8,4715.4
O15461,C0226,P0251,2024-12-07,South,3,259.57,778.71
O15462,C0740,P0321,2025-08-15,West,1,1561.07,1561.07
O15463,C1527,P0493,2023-11-09,North,4,1833.91,7335.64
O15464,C0548,P0278,2025-04-28,North,2,146.9,293.8
O15465,C1298,P0118,2025-02-22,South,3,1531.86,4595.58
O15466,C1012,P0022,2024-10-29,West,2,350.88,701.76
O15467,C0813,P0171,2025-06-27,South,2,64.87,129.74
O15468,C0864,P0315,2025-07-05,East,2,905.68,1811.36
O15469,C1540,P0211,2024-11-03,South,1,1795.6,1795.6
O15470,C0475,P0051,2024-02-15,South,1,824.97,824.97
O15471,C1314,P0435,2023-11-09,West,5,1337.67,6688.35
O15472,C1393,P0095,2025-04-18,East,5,897.04,4485.2
O15473,C0014,P0017,2025-01-23,North,2,1797.95,3595.9
O15474,C0311,P0190,2024-01-17,West,5,1435.89,7179.45
O15475,C0740,P0076,2024-09-13,North,5,967.02,4835.1
O15476,C1361,P0215,2024-05-03,South,3,1544.83,4634.49
O15477,C0427,P0347,2023-11-01,East,4,556.06,2224.24
O15478,C0027,P0164,2024-07-21,North,1,504.23,504.23
O15479,C0950,P0415,2024-01-10,East,3,244.43,733.29
O15480,C1558,P0304,2023-10-07,North,2,726.06,1452.12
O15481,C0103,P0448,2025-09-02,East,2,1829.18,3658.36
O15482,C0742,P0448,2024-11-25,West,1,618.52,618.52
O15483,C0968,P0308,2025-02-03,South,2,1265.71,2531.42
O15484,C1333,P0145,2024-01-17,South,3,435.13,1305.39
O15485,C0077,P0150,2023-11-08,East,4,1186.76,4747.04
O15486,C0376,P0142,2024-07-02,West,5,62.17,310.85
O15487,C0006,P0392,2024-09-27,East,3,1236.55,3709.65
O15488,C0764,P0385,2025-07-26,North,5,1830.86,9154.3
O15489,C1493,P0486,2024-02-20,South,1,1210.98,1210.98
O15490,C0814,P0210,2024-02-20,North,4,925.17,3700.68
O15491,C0032,P0129,2024-10-12,East,1,63.4,63.4
O15492,C0887,P0464,2025-08-24,North,4,1742.63,6970.52
O15493,C1520,P0102,2024-11-16,North,5,1676.83,8384.15
O15494,C1174,P0488,2024-06-20,South,4,1009.76,4039.04
O15495,C1430,P0333,2024-06-19,North,1,1873.37,1873.37
O15496,C0999,P0320,2024-09-17,South,4,1605.0,6420.0
O15497,C0956,P0379,2024-06-19,West,2,604.57,1209.14
O15498,C0627,P0447,2023-11-06,South,2,1493.7,2987.4
O15499,C0095,P0346,2025-03-03,South,5,1741.33,8706.65
O15500,C1290,P0293,2024-11-17,East,1,1744.37,1744.37
O15501,C1234,P0151,2025-01-30,West,4,1423.03,5692.12
O15502,C1290,P0048,2024-03-23,North,5,1716.16,8580.8
O15503,C0871,P0460,2025-05-01,East,5,1639.7,8198.5
O15504,C0752,P0198,2024-09-04,North,2,625.81,1251.62
O15505,C1429,P0125,2024-03-31,East,4,1550.07,6200.28
O15506,C0802,P0500,2024-05-12,East,3,152.25,456.75
O15507,C1577,P0184,2024-02-18,South,3,621.54,1864.62
O15508,C0253,P0359,2025-01-14,South,1,741.47,741.47
O15509,C1805,P0084,2023-09-04,South,5,600.31,3001.55
O15510,C1615,P0225,2024-07-03,North,4,1045.08,4180.32
O15511,C1201,P0050,2025-05-22,East,1,77.47,77.47
O15512,C1474,P0395,2025-02-23,West,4,1056.85,4227.4
O15513,C1841,P0369,2025-01-24,West,4,444.03,1776.12
O15514,C0768,P0118,2025-08-03,North,1,1202.05,1202.05
O15515,C1836,P0142,2024-05-12,East,1,1239.0,1239.0
O15516,C0180,P0405,2025-06-17,East,5,230.11,1150.55
O15517,C1102,P0422,2025-07-27,West,5,1386.16,6930.8
O15518,C0132,P0281,2024-09-13,West,4,247.75,991.0
O15519,C0286,P0095,2024-03-24,West,4,262.74,1050.96
O15520,C0467,P0327,2024-08-18,West,5,1964.44,9822.2
O15521,C0782,P0023,2025-02-10,West,5,1507.82,7539.1
O15522,C0879,P0411,2024-12-25,East,3,918.75,2756.25
O15523,C1146,P0208,2023-11-09,East,1,1586.87,1586.87
O15524,C1754,P0215,2023-09-13,West,2,855.31,1710.62
O15525,C0451,P0201,2024-08-02,West,1,1945.49,1945.49
O15526,C0627,P0325,2024-01-20,North,3,1562.19,4686.57
O15527,C1235,P0369,2025-02-04,South,5,1118.59,5592.95
O15528,C0067,P0011,2025-01-26,East,4,865.39,3461.56
O15529,C0484,P0452,2025-06-26,South,1,1723.99,1723.99
O15530,C0814,P0316,2025-06-21,North,1,947.22,947.22
O15531,C0090,P0332,2025-01-02,North,4,783.02,3132.08
O15532,C1285,P0493,2023-12-13,South,5,88.27,441.35
O15533,C1720,P0225,2023-09-11,East,4,1931.65,7726.6
O15534,C1443,P0089,2023-10-24,South,3,1968.02,5904.06
O15535,C0862,P0192,2024-12-26,North,3,1972.93,5918.79
O15536,C0501,P0409,2024-09-16,West,1,1786.73,1786.73
O15537,C1475,P0442,2023-09-25,East,4,1979.91,7919.64
O15538,C1955,P0176,2025-08-18,West,1,837.47,837.47
O15539,C0037,P0471,2025-06-01,North,1,1525.03,1525.03
O15540,C1608,P0167,2024-12-21,West,3,1038.58,3115.74
O15541,C1004,P0252,2024-08-09,East,5,414.57,2072.85
O15542,C1161,P0380,2024-09-25,South,4,875.67,3502.68
O15543,C1294,P0211,2024-12-27,North,5,1833.99,9169.95
O15544,C1848,P0094,2024-03-22,North,2,1156.94,2313.88
O15545,C1178,P0240,2025-07-21,South,1,1213.58,1213.58
O15546,C0247,P0211,2025-03-19,South,4,1414.46,5657.84
O15547,C0403,P0421,2024-08-16,North,1,454.59,454.59
O15548,C1796,P0363,2023-10-22,West,3,1644.99,4934.97
O15549,C0035,P0193,2023-12-02,East,5,1533.16,7665.8
O15550,C1714,P0288,2023-10-13,East,3,778.42,2335.26
O15551,C0538,P0209,2025-05-20,South,3,875.53,2626.59
O15552,C1482,P0025,2025-01-17,West,4,1454.37,5817.48
O15553,C1528,P0435,2025-06-02,North,5,577.79,2888.95
O15554,C1138,P0342,2025-01-17,North,3,920.0,2760.0
O15555,C0564,P0117,2023-12-29,West,3,1349.7,4049.1
O15556,C1374,P0278,2023-12-31,West,2,1028.99,2057.98
O15557,C0644,P0320,2024-12-23,East,5,1601.09,8005.45
O15558,C0092,P0445,2024-01-11,North,1,1065.1,1065.1
O15559,C0657,P0481,2024-04-22,North,4,636.92,2547.68
O15560,C0184,P0253,2024-01-07,North,2,278.95,557.9
O15561,C1376,P0021,2024-12-02,West,4,1831.81,7327.24
O15562,C0262,P0444,2024-02-15,North,5,911.45,4557.25
O15563,C0363,P0484,2024-12-31,East,4,1705.01,6820.04
O15564,C1190,P0434,2025-02-02,North,4,666.96,2667.84
O15565,C1829,P0144,2025-06-10,South,5,894.02,4470.1
O15566,C0971,P0166,2024-01-26,North,3,263.99,791.97
O15567,C0495,P0313,2024-08-21,West,3,117.2,351.6
O15568,C1745,P0500,2023-10-01,West,4,784.84,3139.36
O15569,C0159,P0166,2024-09-24,East,2,648.51,1297.02
O15570,C1001,P0253,2025-02-12,South,5,1465.35,7326.75
O15571,C1050,P0155,2025-05-23,South,5,657.47,3287.35
O15572,C0906,P0014,2024-07-08,South,2,394.05,788.1
O15573,C0691,P0468,2025-05-29,West,1,1594.18,1594.18
O15574,C1981,P0423,2024-03-31,West,4,889.35,3557.4
O15575,C1836,P0402,2025-02-06,South,1,1445.32,1445.32
O15576,C1763,P0185,2025-04-20,East,4,1623.09,6492.36
O15577,C1219,P0223,2025-04-21,West,3,1715.09,5145.27
O15578,C1625,P0219,2024-03-14,West,1,1061.38,1061.38
O15579,C0773,P0482,2024-08-31,West,2,305.19,610.38
O15580,C0757,P0398,2024-02-14,East,3,56.7,170.1
O15581,C1916,P0038,2023-12-26,North,4,96.98,387.92
O15582,C1109,P0074,2024-07-22,South,1,165.29,165.29
O15583,C0697,P0204,2025-04-28,North,3,827.86,2483.58
O15584,C0986,P0267,2025-08-05,West,3,1738.89,5216.67
O15585,C1360,P0140,2025-03-15,North,4,924.51,3698.04
O15586,C0310,P0439,2023-11-24,North,3,1839.16,5517.48
O15587,C0224,P0311,2025-01-08,West,3,1241.42,3724.26
O15588,C1908,P0214,2024-10-14,South,4,1624.31,6497.24
O15589,C1271,P0117,2023-11-20,West,5,813.69,4068.45
O15590,C1517,P0050,2025-01-13,North,1,1973.78,1973.78
O15591,C1524,P0066,2023-11-10,North,3,140.24,420.72
O15592,C1571,P0177,2024-02-16,West,2,1579.67,3159.34
O15593,C1156,P0377,2023-10-30,East,5,1092.01,5460.05
O15594,C0998,P0429,2024-07-13,South,5,643.05,3215.25
O15595,C0629,P0371,2024-04-01,West,1,174.11,174.11
O15596,C0413,P0059,2024-11-18,West,1,1357.83,1357.83
O15597,C1632,P0314,2024-04-20,South,1,1773.3,1773.3
O15598,C0923,P0403,2023-10-19,North,4,1206.97,4827.88
O15599,C1886,P0458,2025-05-17,North,5,784.79,3923.95
O15600,C1539,P0069,2025-05-23,East,2,511.91,1023.82
O15601,C1105,P0106,2024-07-22,North,1,953.02,953.02
O15602,C0649,P0220,2024-05-04,West,3,342.59,1027.77
O15603,C1308,P0413,2025-04-08,East,3,643.9,1931.7
O15604,C0344,P0440,2023-11-30,North,4,641.61,2566.44
O15605,C1586,P0250,2025-06-23,South,5,1880.03,9400.15
O15606,C0065,P0238,2025-06-11,North,5,437.46,2187.3
O15607,C1076,P0425,2024-03-14,South,5,1591.36,7956.8
O15608,C0703,P0452,2024-09-22,South,2,936.44,1872.88
O15609,C1731,P0403,2023-12-27,South,1,213.98,213.98
O15610,C1907,P0405,2024-02-01,West,1,1683.81,1683.81
O15611,C0497,P0421,2024-04-13,East,5,484.83,2424.15
O15612,C1917,P0091,2025-05-09,South,2,1702.17,3404.34
O15613,C1873,P0223,2025-07-07,South,5,1950.73,9753.65
O15614,C1285,P0421,2024-01-15,East,2,1560.22,3120.44
O15615,C0501,P0374,2024-08-16,East,3,925.48,2776.44
O15616,C0997,P0080,2023-12-02,North,2,234.3,468.6
O15617,C1302,P0406,2025-01-17,North,4,1557.19,6228.76
O15618,C0789,P0016,2023-11-23,East,4,393.18,1572.72
O15619,C1983,P0359,2025-03-04,West,4,798.95,3195.8
O15620,C0867,P0281,2024-03-25,North,4,1818.79,7275.16
O15621,C1128,P0364,2024-01-28,West,5,419.11,2095.55
O15622,C1310,P0144,2023-09-21,East,4,468.52,1874.08
O15623,C1056,P0461,2024-04-13,West,2,1947.68,3895.36
O15624,C0843,P0428,2024-08-06,North,5,1693.55,8467.75
O15625,C1101,P0464,2025-08-20,West,5,1832.73,9163.65
O15626,C1474,P0011,2023-11-23,North,1,445.62,445.62
O15627,C1065,P0080,2025-06-02,South,5,1161.59,5807.95
O15628,C1298,P0341,2024-03-19,East,5,121.39,606.95
O15629,C1657,P0045,2025-07-31,West,5,1939.72,9698.6
O15630,C0396,P0144,2024-03-04,East,3,1573.4,4720.2
O15631,C1272,P0014,2024-02-19,North,5,1534.5,7672.5
O15632,C0965,P0244,2025-02-21,North,3,183.27,549.81
O15633,C1764,P0115,2024-10-29,North,2,1981.28,3962.56
O15634,C1054,P0236,2024-02-15,North,2,987.51,1975.02
O15635,C0809,P0087,2024-04-17,West,5,79.4,397.0
O15636,C0046,P0359,2024-01-01,North,2,1013.87,2027.74
O15637,C0048,P0491,2023-09-13,West,3,319.47,958.41
O15638,C1104,P0251,2024-03-11,East,1,828.96,828.96
O15639,C1835,P0214,2025-08-12,South,3,1346.3,4038.9
O15640,C1434,P0360,2024-02-01,North,5,713.0,3565.0
O15641,C1035,P0176,2023-10-24,North,5,1070.44,5352.2
O15642,C1992,P0109,2023-11-13,North,3,1875.74,5627.22
O15643,C1211,P0008,2024-07-17,West,1,1814.44,1814.44
O15644,C1092,P0196,2025-08-26,North,2,1835.46,3670.92
